Entity,Number ID,Coat color,Gender,Father,Mum,D.O.B,D.O.D,Cause of death,Censored,Lifespan (days),Code,Name Treatment,Drug Treatment,Cage,Position,,Blood,Batch,Current Age,month,Dead age or alive,month,1,1.5,2,3,4,4.5,5,6,8,10,12,14,15,17,18,Pups total,Pups euthanized,Weaning date,Weaning days,Males,Females,Dead
MOU004790,392,Black,Male,MOU004230,MOU004280,18-Jul-23,,,,203,,,,38,,,,E_2023_29_RIT,203,6.7,203,6.7,,26.4,,43.8,,49.0,,53.1,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004791,393,Black,Male,MOU004230,MOU004280,18-Jul-23,,,,203,,,,39,,,,E_2023_29_RIT,203,6.7,203,6.7,,25.7,,36.2,,41.2,,42.9,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004792,394,Agouti,Female,MOU004230,MOU004280,18-Jul-23,,,,203,,,,89,,,,E_2023_29_RIT,203,6.7,203,6.7,,19.8,,28.0,,35.8,,43.7,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004793,395,Agouti,Female,MOU004230,MOU004280,18-Jul-23,,,,203,,,,86,,,,E_2023_29_RIT,203,6.7,203,6.7,,20.1,,30.1,,38.4,,48.1,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004794,396,Agouti,Female,MOU004230,MOU004280,18-Jul-23,,,,203,,,,87,,,,E_2023_29_RIT,203,6.7,203,6.7,,19.1,,29.4,,36.0,,44.6,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004795,397,Black,Female,MOU004230,MOU004280,18-Jul-23,,,,203,,,,88,,,,E_2023_29_RIT,203,6.7,203,6.7,,21.7,,30.0,,37.2,,44.8,,,,,,,,11,0,9-Aug-2023,22,7,4,0
MOU004796,398,Light,Male,MOU004213,MOU004263,26-Jul-23,,,,195,,,,40,,,,E_2023_29_RIT,195,6.4,195,6.4,,21.5,,33.1,,40.0,,44.0,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004797,399,Agouti,Male,MOU004213,MOU004263,26-Jul-23,,,,195,,,,41,,,,E_2023_29_RIT,195,6.4,195,6.4,,23.3,,41.1,,46.6,,52.6,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004798,400,Black,Male,MOU004213,MOU004263,26-Jul-23,,,,195,,,,42,,,,E_2023_29_RIT,195,6.4,195,6.4,,24.9,,36.4,,41.9,,46.8,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004799,401,Light,Female,MOU004213,MOU004263,26-Jul-23,,,,195,,,,89,,,,E_2023_29_RIT,195,6.4,195,6.4,,18.0,,26.8,,32.8,,40.3,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004800,402,Agouti,Female,MOU004213,MOU004263,26-Jul-23,,,,195,,,,86,,,,E_2023_29_RIT,195,6.4,195,6.4,,17.9,,26.1,,30.9,,38.9,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004801,403,Agouti,Female,MOU004213,MOU004263,26-Jul-23,,,,195,,,,87,,,,E_2023_29_RIT,195,6.4,195,6.4,,17.0,,23.6,,31.5,,42.5,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004802,404,Agouti,Female,MOU004213,MOU004263,26-Jul-23,,,,195,,,,88,,,,E_2023_29_RIT,195,6.4,195,6.4,,17.9,,23.1,,29.7,,36.8,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004803,405,Black,Female,MOU004213,MOU004263,26-Jul-23,,,,195,,,,89,,,,E_2023_29_RIT,195,6.4,195,6.4,,19.0,,25.5,,37.5,,45.2,,,,,,,,10,2,11-Aug-2023,16,3,5,0
MOU004804,406,Light,Male,MOU004231,MOU004281,28-Jul-23,,,,193,,,,49,,,,E_2023_29_RIT,193,6.3,193,6.3,,22.9,,35.3,,44.0,,46.0,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004805,407,Light,Male,MOU004231,MOU004281,28-Jul-23,,,,193,,,,49,,,,E_2023_29_RIT,193,6.3,193,6.3,,20.2,,34.5,,42.4,,29.5,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004806,408,Light,Male,MOU004231,MOU004281,28-Jul-23,,,,193,,,,49,,,,E_2023_29_RIT,193,6.3,193,6.3,,22.3,,36.7,,43.5,,47.2,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004807,409,Light,Male,MOU004231,MOU004281,28-Jul-23,,,,193,,,,49,,,,E_2023_29_RIT,193,6.3,193,6.3,,25.4,,41.5,,48.4,,52.6,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004808,410,Agouti,Male,MOU004231,MOU004281,28-Jul-23,,,,193,,,,49,,,,E_2023_29_RIT,193,6.3,193,6.3,,19.6,,29.9,,36.8,,39.5,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004809,411,Brown,Female,MOU004231,MOU004281,28-Jul-23,,,,193,,,,99,,,,E_2023_29_RIT,193,6.3,193,6.3,,20.7,,30.6,,46.0,,53.5,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004810,412,Agouti,Female,MOU004231,MOU004281,28-Jul-23,,,,193,,,,99,,,,E_2023_29_RIT,193,6.3,193,6.3,,17.3,,24.6,,31.0,,40.6,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004811,413,Agouti,Female,MOU004231,MOU004281,28-Jul-23,,,,193,,,,99,,,,E_2023_29_RIT,193,6.3,193,6.3,,17.0,,23.0,,26.6,,31.1,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004812,414,Black,Female,MOU004231,MOU004281,28-Jul-23,,,,193,,,,99,,,,E_2023_29_RIT,193,6.3,193,6.3,,16.5,,21.3,,24.3,,28.6,,,,,,,,12,3,17-Aug-2023,20,5,4,0
MOU004813,1,Light,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,1,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.4,,38.4,,46.0,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004814,2,Light,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,2,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.6,,38.2,,44.7,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004815,3,Agouti,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,3,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.3,,40.6,,46.3,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004816,4,Agouti,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,4,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.8,,33.5,,35.9,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004817,5,Black,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,5,,,,E_2023_32_RIT,183,6.0,183,6.0,,24.1,,37.0,,46.9,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004818,6,Black,Male,MOU004192,MOU004242,07-Aug-23,,,,183,,,,6,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.4,,34.1,,42.7,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004819,7,Light,Female,MOU004192,MOU004242,07-Aug-23,,,,183,,,,51,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.6,,27.4,,35.9,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004820,8,Agouti,Female,MOU004192,MOU004242,07-Aug-23,,,,183,,,,52,,,,E_2023_32_RIT,183,6.0,183,6.0,,18.1,,21.4,,28.5,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004821,9,Agouti,Female,MOU004192,MOU004242,07-Aug-23,,,,183,,,,53,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.7,,28.5,,35.2,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004822,10,Agouti,Female,MOU004192,MOU004242,07-Aug-23,,,,183,,,,54,,,,E_2023_32_RIT,183,6.0,183,6.0,,23.1,,27.3,,37.2,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004823,11,Agouti,Female,MOU004192,MOU004242,07-Aug-23,,,,183,,,,55,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.4,,35.5,,42.7,,,,,,,,,,12,1,29-Aug-2023,22,6,5,0
MOU004824,12,Light,Male,MOU004193,MOU004243,07-Aug-23,,,,183,,,,1,,,,E_2023_32_RIT,183,6.0,183,6.0,,30.2,,47.0,,55.0,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004825,13,Agouti,Male,MOU004193,MOU004243,07-Aug-23,,,,183,,,,2,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.8,,32.4,,36.2,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004826,14,Agouti,Male,MOU004193,MOU004243,07-Aug-23,,,,183,,,,3,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.1,,42.2,,50.4,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004827,15,Agouti,Male,MOU004193,MOU004243,07-Aug-23,,,,183,,,,4,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.5,,39.5,,39.6,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004828,16,Agouti,Male,MOU004193,MOU004243,07-Aug-23,,,,183,,,,5,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.5,,36.1,,47.0,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004829,17,Light,Female,MOU004193,MOU004243,07-Aug-23,,,,183,,,,56,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.1,,25.8,,33.6,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004830,18,Light,Female,MOU004193,MOU004243,07-Aug-23,,,,183,,,,51,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.2,,34.1,,40.7,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004831,19,Agouti,Female,MOU004193,MOU004243,07-Aug-23,,,,183,,,,52,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.1,,24.7,,36.0,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004832,20,Agouti,Female,MOU004193,MOU004243,07-Aug-23,,,,183,,,,53,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.0,,22.6,,28.5,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004833,21,Black,Female,MOU004193,MOU004243,07-Aug-23,,,,183,,,,54,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.9,,28.1,,37.3,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004834,22,Black,Male,MOU004194,MOU004244,07-Aug-23,,,,183,,,,6,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.4,,39.9,,47.0,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004835,23,Black,Male,MOU004194,MOU004244,07-Aug-23,,,,183,,,,1,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.7,,37.1,,48.2,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004836,24,Black,Male,MOU004194,MOU004244,07-Aug-23,,,,183,,,,2,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.6,,33.3,,35.3,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004837,25,Black,Male,MOU004194,MOU004244,07-Aug-23,,,,183,,,,3,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.2,,32.8,,35.2,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004838,26,Light,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,55,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.9,,29.2,,38.6,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004839,27,Light,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,56,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.9,,28.7,,40.3,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004840,28,Agouti,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,51,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.0,,30.4,,42.9,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004841,29,Agouti,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,52,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.0,,29.1,,41.0,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004842,30,Agouti,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,53,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.3,,32.6,,45.5,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004843,31,Agouti,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,54,,,,E_2023_32_RIT,183,6.0,183,6.0,,24.3,,32.6,,43.7,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004844,32,Black,Female,MOU004194,MOU004244,07-Aug-23,,,,183,,,,55,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.8,,33.3,,42.1,,,,,,,,,,12,1,29-Aug-2023,22,4,7,0
MOU004845,33,Brown,Male,MOU004196,MOU004246,07-Aug-23,,,,183,,,,4,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.1,,31.7,,35.0,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004846,34,Agouti,Male,MOU004196,MOU004246,07-Aug-23,,,,183,,,,5,,,,E_2023_32_RIT,183,6.0,183,6.0,,28.5,,41.1,,50.1,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004847,35,Agouti,Male,MOU004196,MOU004246,07-Aug-23,,,,183,,,,6,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.0,,33.1,,39.5,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004848,36,Agouti,Male,MOU004196,MOU004246,07-Aug-23,,,,183,,,,1,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.0,,30.7,,33.2,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004849,37,Black,Male,MOU004196,MOU004246,07-Aug-23,,,,183,,,,2,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.6,,37.3,,43.0,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004850,38,Brown,Female,MOU004196,MOU004246,07-Aug-23,,,,183,,,,56,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.8,,24.4,,27.6,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004851,39,Agouti,Female,MOU004196,MOU004246,07-Aug-23,,,,183,,,,51,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.5,,26.7,,33.9,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004852,40,Agouti,Female,MOU004196,MOU004246,07-Aug-23,,,,183,,,,52,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.5,,24.0,,36.4,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004853,41,Agouti,Female,MOU004196,MOU004246,07-Aug-23,,,,183,,,,53,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.2,,26.1,,30.5,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004854,42,Black,Female,MOU004196,MOU004246,07-Aug-23,,,,183,,,,54,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.9,,33.1,,35.9,,,,,,,,,,10,0,29-Aug-2023,22,5,5,0
MOU004855,43,Light,Male,MOU004201,MOU004251,07-Aug-23,,,,183,,,,3,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.8,,35.4,,43.8,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004856,44,Brown,Male,MOU004201,MOU004251,07-Aug-23,,,,183,,,,4,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.1,,40.0,,43.0,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004857,45,Agouti,Male,MOU004201,MOU004251,07-Aug-23,,,,183,,,,5,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.1,,41.0,,46.0,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004858,46,Agouti,Male,MOU004201,MOU004251,07-Aug-23,,,,183,,,,6,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.3,,34.3,,40.7,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004859,47,Black,Male,MOU004201,MOU004251,07-Aug-23,,,,183,,,,1,,,,E_2023_32_RIT,183,6.0,183,6.0,,28.9,,38.4,,48.0,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004860,48,Light,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,55,,,,E_2023_32_RIT,183,6.0,183,6.0,,18.0,,22.0,,22.6,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004861,49,Brown,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,56,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.0,,32.8,,49.0,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004862,50,Agouti,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,51,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.8,,32.1,,44.0,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004863,51,Agouti,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,52,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.5,,24.3,,29.6,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004864,52,Agouti,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,53,,,,E_2023_32_RIT,183,6.0,183,6.0,,17.8,,21.0,,30.5,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004865,53,Black,Female,MOU004201,MOU004251,07-Aug-23,,,,183,,,,54,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.9,,27.0,,44.3,,,,,,,,,,12,1,29-Aug-2023,22,5,6,0
MOU004866,54,Light,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,2,,,,E_2023_32_RIT,183,6.0,183,6.0,,28.4,,38.4,,40.8,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004867,55,Agouti,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,3,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.2,,33.8,,43.2,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004868,56,Agouti,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,4,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.7,,31.4,,38.7,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004869,57,Agouti,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,5,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.1,,42.3,,47.0,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004870,58,Agouti,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,6,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.0,,37.5,,42.1,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004871,59,Agouti,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,7,,,,E_2023_32_RIT,183,6.0,183,6.0,,28.0,,38.9,,49.0,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004872,60,Black,Male,MOU004202,MOU004252,07-Aug-23,,,,183,,,,8,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.5,,37.5,,46.5,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004873,61,Light,Female,MOU004202,MOU004252,07-Aug-23,,,,183,,,,55,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.8,,23.0,,27.2,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004874,62,Agouti,Female,MOU004202,MOU004252,07-Aug-23,,,,183,,,,56,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.4,,25.3,,33.1,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004875,63,Black,Female,MOU004202,MOU004252,07-Aug-23,,,,183,,,,57,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.1,,29.3,,38.0,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004876,64,Black,Female,MOU004202,MOU004252,07-Aug-23,,,,183,,,,58,,,,E_2023_32_RIT,183,6.0,183,6.0,,18.5,,27.6,,36.6,,,,,,,,,,11,0,29-Aug-2023,22,7,4,0
MOU004877,65,Light,Male,MOU004204,MOU004254,07-Aug-23,,,,183,,,,9,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.4,,49.8,,42.4,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004878,66,Brown,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,59,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.1,,23.5,,28.8,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004879,67,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,60,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.1,,25.1,,31.1,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004880,68,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,61,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.3,,29.9,,33.9,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004881,69,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,62,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.5,,27.3,,37.4,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004882,70,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,57,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.1,,27.0,,35.3,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004883,71,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,58,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.6,,26.0,,38.5,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004884,72,Agouti,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,59,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.9,,25.1,,28.7,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004885,73,Black,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,60,,,,E_2023_32_RIT,183,6.0,183,6.0,,22.8,,30.9,,44.3,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004886,74,Black,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,61,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.2,,28.4,,40.1,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004887,75,Black,Female,MOU004204,MOU004254,07-Aug-23,,,,183,,,,62,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.9,,30.5,,38.0,,,,,,,,,,13,2,29-Aug-2023,22,1,10,0
MOU004888,76,Light,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,10,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.9,,38.9,,44.5,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004889,77,Brown,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,11,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.2,,35.4,,46.0,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004890,78,Black,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,12,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.5,,32.0,,36.2,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004891,79,Agouti,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,7,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.0,,43.6,,52.8,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004892,80,Agouti,Male,MOU004205,MOU004255,07-Aug-23,9-Nov-23,Prolapsus,0,94,,,,8,,,,E_2023_32_RIT,183,6.0,94,3.1,,26.3,,30.3,,,,,,,,,,,,14,3,29-Aug-2023,22,8,3,1
MOU004893,81,Agouti,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,9,,,,E_2023_32_RIT,183,6.0,183,6.0,,23.1,,29.1,,35.0,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004894,82,Agouti,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,10,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.9,,33.6,,34.9,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004895,83,Agouti,Male,MOU004205,MOU004255,07-Aug-23,,,,183,,,,11,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.2,,36.3,,44.4,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004896,84,Agouti,Female,MOU004205,MOU004255,07-Aug-23,,,,183,,,,57,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.6,,31.8,,34.1,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004897,85,Black,Female,MOU004205,MOU004255,07-Aug-23,,,,183,,,,58,,,,E_2023_32_RIT,183,6.0,183,6.0,,21.3,,25.6,,29.1,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004898,86,Black,Female,MOU004205,MOU004255,07-Aug-23,,,,183,,,,59,,,,E_2023_32_RIT,183,6.0,183,6.0,,19.5,,25.9,,27.2,,,,,,,,,,14,3,29-Aug-2023,22,8,3,0
MOU004899,87,Light,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,12,,,,E_2023_32_RIT,183,6.0,183,6.0,,29.2,,42.4,,48.7,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004900,88,Brown,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,7,,,,E_2023_32_RIT,183,6.0,183,6.0,,25.8,,36.7,,43.5,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004901,89,Agouti,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,8,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.0,,34.2,,35.8,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004902,90,Agouti,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,9,,,,E_2023_32_RIT,183,6.0,183,6.0,,24.3,,32.7,,40.0,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004903,91,Agouti,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,10,,,,E_2023_32_RIT,183,6.0,183,6.0,,27.6,,39.9,,48.2,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004904,92,Agouti,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,11,,,,E_2023_32_RIT,183,6.0,183,6.0,,26.3,,38.2,,45.0,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004905,93,Agouti,Male,MOU004207,MOU004257,07-Aug-23,,,,183,,,,12,,,,E_2023_32_RIT,183,6.0,183,6.0,,28.4,,37.0,,42.3,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004906,94,Brown,Female,MOU004207,MOU004257,07-Aug-23,,,,183,,,,60,,,,E_2023_32_RIT,183,6.0,183,6.0,,20.5,,27.6,,29.7,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
MOU004907,95,Agouti,Female,MOU004207,MOU004257,07-Aug-23,,,,183,,,,61,,,,E_2023_32_RIT,183,6.0,183,6.0,,23.0,,23.9,,26.3,,,,,,,,,,12,1,29-Aug-2023,22,7,4,0
